                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.64823,                0.48725,                0.98337,                0.97072,                 0.9551,                0.98585,                0.71093,                0.95743,                0.48719,                 1.1526,             0.00047104,             0.00047104,             0.00047104
                    149,                0.62135,                0.45406,                0.96759,                0.96029,                0.95524,                0.97183,                 0.7053,                 1.0341,                0.49148,                 1.2268,             0.00046804,             0.00046804,             0.00046804
                    150,                0.61616,                0.45172,                0.97188,                0.94374,                0.96044,                0.96676,                0.72508,                 1.0113,                0.50955,                 1.2308,             0.00046504,             0.00046504,             0.00046504
                    151,                0.62616,                0.49332,                 0.9676,                 0.9849,                0.97473,                0.98493,                0.71642,                 1.0256,                0.45715,                 1.2269,             0.00046204,             0.00046204,             0.00046204
                    152,                0.64664,                0.46784,                0.98726,                0.95427,                0.95499,                0.94601,                0.71274,                 1.0239,                0.46682,                 1.2736,             0.00045904,             0.00045904,             0.00045904
                    153,                0.61275,                0.48417,                0.96758,                  0.968,                 0.9599,                0.97014,                0.70764,                 1.0696,                0.47262,                 1.2552,             0.00045605,             0.00045605,             0.00045605
                    154,                0.62045,                0.47558,                0.98041,                0.97738,                0.97899,                 0.9848,                0.72851,                0.98782,                0.45176,                 1.1642,             0.00045305,             0.00045305,             0.00045305
                    155,                0.62488,                0.46411,                0.95943,                0.95325,                0.95486,                0.97693,                0.72847,                  1.008,                0.47725,                 1.1705,             0.00045005,             0.00045005,             0.00045005
                    156,                 0.6102,                0.45639,                 0.9621,                0.98574,                0.98116,                 0.9874,                0.71172,                 1.0439,                0.44763,                 1.1826,             0.00044705,             0.00044705,             0.00044705
                    157,                0.61396,                0.44976,                0.96065,                0.96977,                0.93932,                0.98263,                0.71867,                 1.0152,                 0.4811,                 1.1867,             0.00044405,             0.00044405,             0.00044405
                    158,                0.61417,                0.45293,                0.96303,                0.98277,                0.96513,                0.98539,                0.74836,                0.94524,                0.44228,                 1.1372,             0.00044105,             0.00044105,             0.00044105
                    159,                  0.603,                0.44844,                0.96312,                0.96576,                0.94323,                0.96026,                0.71746,                 1.0677,                0.45401,                 1.2491,             0.00043805,             0.00043805,             0.00043805
                    160,                0.61596,                0.45345,                0.96859,                0.96118,                0.94047,                0.95967,                 0.7042,                 1.0367,                0.48434,                 1.1758,             0.00043505,             0.00043505,             0.00043505
                    161,                0.61121,                0.44926,                0.96495,                0.97435,                 0.9682,                0.98669,                0.71008,                  1.022,                0.46542,                 1.1931,             0.00043205,             0.00043205,             0.00043205
                    162,                   0.59,                0.43597,                0.95641,                0.97502,                0.96417,                0.97471,                0.71836,                 1.0025,                0.44211,                 1.1846,             0.00042905,             0.00042905,             0.00042905
                    163,                 0.5924,                0.43902,                0.96751,                0.98946,                0.97473,                 0.9861,                0.74028,                0.98218,                0.42216,                 1.1814,             0.00042605,             0.00042605,             0.00042605
                    164,                0.59077,                0.44192,                0.95429,                0.98692,                0.96818,                 0.9875,                0.72847,                 1.0315,                0.43329,                  1.178,             0.00042305,             0.00042305,             0.00042305
                    165,                0.59067,                0.44421,                0.95743,                0.97778,                0.96569,                0.97506,                0.73395,                 1.0218,                 0.4462,                 1.1886,             0.00042005,             0.00042005,             0.00042005
                    166,                0.61359,                0.45145,                0.96424,                0.96363,                 0.9516,                0.95842,                0.70433,                 1.0621,                0.45046,                 1.1773,             0.00041705,             0.00041705,             0.00041705
                    167,                0.59422,                 0.4345,                0.95179,                0.96198,                0.97473,                0.97131,                 0.7177,                 1.0254,                 0.4447,                  1.207,             0.00041405,             0.00041405,             0.00041405
                    168,                0.61729,                0.44356,                0.97044,                0.95708,                0.97004,                0.96894,                0.72359,                 1.0104,                0.43685,                 1.2195,             0.00041105,             0.00041105,             0.00041105
                    169,                0.58907,                0.43686,                0.96284,                0.98879,                0.94554,                0.97276,                0.74237,                0.95677,                 0.4111,                 1.2028,             0.00040805,             0.00040805,             0.00040805
                    170,                0.59522,                0.43897,                0.95975,                0.97618,                0.95375,                0.96196,                0.72507,                 1.0106,                0.43461,                 1.2348,             0.00040505,             0.00040505,             0.00040505
                    171,                0.59043,                0.44301,                0.96252,                0.99139,                0.97769,                0.98678,                0.74168,                 0.9732,                0.41721,                 1.1988,             0.00040205,             0.00040205,             0.00040205
                    172,                0.57465,                0.42144,                0.94678,                0.97072,                0.97143,                0.98378,                0.73954,                0.96547,                0.42713,                 1.1865,             0.00039905,             0.00039905,             0.00039905
                    173,                0.56209,                0.41641,                0.93892,                 0.9859,                0.94917,                0.98522,                0.72236,                 1.0111,                  0.458,                 1.2085,             0.00039605,             0.00039605,             0.00039605
                    174,                0.57844,                0.43326,                0.95166,                0.96284,                0.94666,                0.96909,                 0.7368,                 1.0297,                0.44359,                 1.2123,             0.00039305,             0.00039305,             0.00039305
                    175,                0.57532,                 0.4274,                0.94855,                 0.9536,                0.96057,                0.97022,                0.73172,                0.99771,                 0.4489,                 1.1781,             0.00039005,             0.00039005,             0.00039005
                    176,                0.58727,                0.42105,                0.95348,                0.97024,                0.97473,                0.97631,                0.74348,                0.98897,                0.41307,                 1.1892,             0.00038705,             0.00038705,             0.00038705
                    177,                0.56462,                 0.4042,                0.94353,                0.97801,                0.97473,                0.97277,                0.73235,                 0.9754,                0.42152,                 1.1425,             0.00038405,             0.00038405,             0.00038405
                    178,                0.57406,                0.41638,                0.94136,                0.97509,                0.97134,                0.97434,                0.73022,                 1.0404,                0.43979,                 1.2168,             0.00038105,             0.00038105,             0.00038105
                    179,                0.57205,                0.41775,                0.94991,                0.96088,                0.97473,                0.97264,                 0.7285,                 1.0086,                0.44425,                 1.2147,             0.00037805,             0.00037805,             0.00037805
                    180,                0.55171,                0.41167,                0.93784,                0.95674,                0.96863,                0.97512,                0.72371,                 1.0196,                0.45458,                  1.237,             0.00037505,             0.00037505,             0.00037505
                    181,                0.57273,                0.42465,                0.94562,                0.97311,                0.97331,                0.98502,                0.72626,                0.98945,                0.41907,                 1.2219,             0.00037205,             0.00037205,             0.00037205
                    182,                0.56096,                0.41106,                0.93785,                0.97522,                0.97134,                0.98522,                0.73823,                 1.0076,                0.43183,                 1.2043,             0.00036905,             0.00036905,             0.00036905
                    183,                0.55551,                0.41396,                0.93395,                0.97988,                0.95934,                0.98261,                 0.7344,                0.99858,                 0.4231,                 1.2051,             0.00036605,             0.00036605,             0.00036605
                    184,                0.58049,                0.42216,                0.95146,                0.96942,                0.93904,                 0.9631,                0.73724,                 1.0034,                0.41172,                 1.1966,             0.00036305,             0.00036305,             0.00036305
                    185,                0.56566,                0.40936,                0.94152,                0.96987,                0.96594,                0.97818,                0.74314,                0.95464,                0.42661,                 1.1747,             0.00036005,             0.00036005,             0.00036005
                    186,                0.56536,                0.40329,                0.94257,                0.95279,                0.93314,                0.96236,                0.73987,                0.93456,                 0.4519,                 1.1817,             0.00035706,             0.00035706,             0.00035706
                    187,                0.56137,                0.39964,                0.94667,                 0.9657,                0.96914,                0.97177,                0.75103,                0.91098,                0.42752,                  1.182,             0.00035406,             0.00035406,             0.00035406
                    188,                0.54299,                0.39417,                0.93234,                0.97562,                0.97473,                0.96937,                0.74045,                0.96722,                0.42494,                 1.1955,             0.00035106,             0.00035106,             0.00035106
                    189,                0.54306,                0.39958,                0.93235,                0.99091,                0.98266,                0.98771,                0.73669,                0.94524,                0.42777,                  1.159,             0.00034806,             0.00034806,             0.00034806
                    190,                0.55847,                0.40363,                0.94036,                0.97346,                0.97489,                0.98455,                0.73508,                0.95024,                0.43074,                  1.157,             0.00034506,             0.00034506,             0.00034506
                    191,                0.54996,                0.40039,                0.94434,                 0.9765,                0.98901,                0.98771,                0.74212,                0.95515,                0.43157,                 1.1637,             0.00034206,             0.00034206,             0.00034206
                    192,                0.54648,                0.39173,                0.93026,                0.96331,                0.97627,                0.98546,                0.75745,                0.94108,                0.42777,                 1.1511,             0.00033906,             0.00033906,             0.00033906
                    193,                 0.5614,                0.41442,                0.94344,                0.97923,                0.97324,                0.98662,                0.74183,                0.98687,                0.45063,                 1.1865,             0.00033606,             0.00033606,             0.00033606
                    194,                0.53363,                0.39691,                0.93267,                0.94417,                0.95008,                0.96596,                0.72265,                 1.0038,                0.47458,                  1.195,             0.00033306,             0.00033306,             0.00033306
                    195,                0.52428,                0.38531,                0.93866,                0.93948,                 0.9615,                0.97842,                0.72734,                0.97785,                0.47029,                 1.1516,             0.00033006,             0.00033006,             0.00033006
                    196,                0.55121,                0.40851,                0.94508,                  0.928,                0.98901,                0.98093,                0.72959,                0.99406,                  0.465,                 1.1743,             0.00032706,             0.00032706,             0.00032706
                    197,                0.55093,                 0.3871,                0.93701,                 0.9777,                0.95687,                0.98081,                0.73234,                0.99937,                0.44753,                 1.1662,             0.00032406,             0.00032406,             0.00032406
                    198,                0.54012,                0.38842,                0.93091,                0.97443,                0.97202,                0.98429,                0.73496,                0.96528,                0.41113,                 1.1577,             0.00032106,             0.00032106,             0.00032106
                    199,                 0.5128,                0.37133,                0.92663,                0.97605,                0.97843,                 0.9862,                0.73297,                 1.0198,                0.42638,                 1.1899,             0.00031806,             0.00031806,             0.00031806
                    200,                0.54376,                0.40381,                0.93802,                0.98999,                 0.9579,                0.97469,                0.71112,                 1.0758,                0.43522,                 1.2427,             0.00031506,             0.00031506,             0.00031506
                    201,                0.53631,                 0.3927,                0.93993,                 0.9537,                0.93324,                0.95555,                  0.717,                 1.0048,                0.48337,                 1.1861,             0.00031206,             0.00031206,             0.00031206
                    202,                0.52979,                0.39747,                0.93241,                0.93492,                0.94141,                0.94597,                 0.7288,                0.99646,                0.45889,                 1.1911,             0.00030906,             0.00030906,             0.00030906
                    203,                0.52221,                0.39292,                0.92353,                0.97723,                0.98718,                0.98654,                0.73163,                 1.0071,                0.44569,                 1.2307,             0.00030606,             0.00030606,             0.00030606
                    204,                0.53375,                 0.3904,                0.93428,                 0.9688,                0.97085,                0.98508,                0.73857,                0.97782,                0.46111,                 1.2239,             0.00030306,             0.00030306,             0.00030306
                    205,                0.52089,                0.37636,                 0.9255,                0.97459,                0.96132,                0.98537,                0.72779,                 1.0178,                0.43599,                 1.2409,             0.00030006,             0.00030006,             0.00030006
                    206,                0.51911,                0.37462,                 0.9253,                0.94895,                0.94615,                0.96638,                0.72882,                 1.0335,                0.45672,                 1.2177,             0.00029706,             0.00029706,             0.00029706
                    207,                0.52188,                0.37481,                0.92698,                0.97378,                0.96044,                0.97603,                0.73371,                0.97922,                0.47478,                 1.1759,             0.00029406,             0.00029406,             0.00029406
                    208,                0.53182,                0.39558,                0.93345,                0.95817,                0.94982,                0.95664,                0.72881,                0.97484,                0.45409,                 1.1781,             0.00029106,             0.00029106,             0.00029106
                    209,                0.53432,                 0.4005,                 0.9324,                0.98923,                0.97599,                0.98731,                0.73796,                0.99754,                0.43752,                 1.1932,             0.00028806,             0.00028806,             0.00028806
                    210,                0.50832,                0.37519,                0.92267,                0.98826,                0.98901,                0.98708,                0.71736,                 1.0095,                0.42085,                 1.2166,             0.00028506,             0.00028506,             0.00028506
                    211,                0.52524,                0.39087,                 0.9352,                0.98034,                0.94615,                0.98342,                0.72681,                 1.0232,                0.41962,                 1.2103,             0.00028206,             0.00028206,             0.00028206
                    212,                0.52807,                0.37791,                0.93452,                0.97737,                0.94689,                0.97478,                0.72999,                0.98944,                 0.4223,                 1.1898,             0.00027906,             0.00027906,             0.00027906
                    213,                 0.4977,                 0.3672,                0.91319,                0.96251,                0.96044,                0.95259,                0.72496,                  1.017,                 0.4192,                 1.2206,             0.00027606,             0.00027606,             0.00027606
                    214,                0.52582,                0.37768,                0.93388,                0.97792,                 0.9619,                0.97404,                0.73126,                 1.0253,                0.42518,                  1.223,             0.00027306,             0.00027306,             0.00027306
                    215,                0.52745,                0.37684,                0.93942,                0.98687,                0.94615,                0.97675,                0.71398,                 1.0355,                0.44933,                 1.2409,             0.00027006,             0.00027006,             0.00027006
                    216,                0.51153,                 0.3764,                0.92982,                0.99257,                0.98901,                0.98916,                0.73499,                 1.0446,                 0.4251,                 1.2316,             0.00026706,             0.00026706,             0.00026706
                    217,                0.49881,                 0.3585,                0.92366,                0.97497,                0.97473,                0.97392,                0.72584,                 1.0493,                0.41711,                 1.2391,             0.00026406,             0.00026406,             0.00026406
                    218,                0.48632,                0.34742,                0.90696,                0.99086,                0.98901,                0.98771,                0.72611,                 1.0229,                0.43451,                  1.215,             0.00026106,             0.00026106,             0.00026106
                    219,                0.50183,                0.36674,                0.91574,                0.97485,                0.96044,                 0.9863,                0.74775,                0.96082,                0.42218,                 1.1642,             0.00025807,             0.00025807,             0.00025807
                    220,                0.49871,                0.37295,                0.91563,                0.99211,                0.95825,                0.97465,                0.74378,                 1.0143,                0.42742,                 1.1889,             0.00025507,             0.00025507,             0.00025507
                    221,                0.49232,                0.36234,                0.91757,                0.99005,                0.98901,                0.98812,                0.74612,                0.98643,                 0.4145,                 1.1815,             0.00025207,             0.00025207,             0.00025207
                    222,                0.48877,                0.35833,                0.91024,                0.97659,                0.97684,                0.98828,                 0.7446,                0.98114,                 0.4218,                 1.1717,             0.00024907,             0.00024907,             0.00024907
                    223,                0.49085,                 0.3458,                0.91821,                0.99025,                0.98764,                0.98812,                0.74909,                 1.0011,                0.40859,                 1.1942,             0.00024607,             0.00024607,             0.00024607
                    224,                0.50797,                0.36767,                0.93027,                0.98808,                0.98901,                0.98916,                0.75197,                0.98097,                0.41022,                  1.182,             0.00024307,             0.00024307,             0.00024307
                    225,                0.49368,                0.36461,                0.92267,                0.95855,                0.96458,                0.97157,                0.74517,                0.97104,                0.42304,                   1.18,             0.00024007,             0.00024007,             0.00024007
                    226,                0.49312,                0.36971,                0.91787,                0.97304,                0.96044,                0.96936,                0.72461,                0.97769,                0.43773,                 1.1673,             0.00023707,             0.00023707,             0.00023707
                    227,                0.50821,                0.37092,                0.93031,                 0.9709,                0.97473,                0.97131,                0.72427,                0.99122,                0.40976,                 1.1771,             0.00023407,             0.00023407,             0.00023407
                    228,                0.47686,                0.34148,                0.90442,                0.96732,                 0.9834,                0.98221,                0.74057,                0.95611,                0.40778,                 1.1582,             0.00023107,             0.00023107,             0.00023107
                    229,                0.47708,                0.33977,                0.91019,                0.97363,                0.98416,                 0.9874,                0.75418,                0.99416,                0.41187,                 1.1984,             0.00022807,             0.00022807,             0.00022807
                    230,                0.48466,                0.34547,                0.90782,                0.96236,                0.97593,                0.98408,                0.74185,                0.99622,                0.43054,                 1.2189,             0.00022507,             0.00022507,             0.00022507
                    231,                0.48788,                0.36325,                0.92162,                0.96099,                 0.9655,                0.97128,                0.72861,                 0.9887,                0.43657,                 1.2066,             0.00022207,             0.00022207,             0.00022207
                    232,                0.47264,                0.35248,                0.91517,                0.98307,                0.97684,                0.98828,                0.74696,                0.96747,                0.42966,                 1.1802,             0.00021907,             0.00021907,             0.00021907
                    233,                0.49138,                0.35329,                0.91374,                0.97017,                0.97577,                0.98493,                0.74735,                0.94375,                0.43768,                 1.1487,             0.00021607,             0.00021607,             0.00021607
                    234,                0.49285,                0.33784,                0.92085,                0.97732,                0.97144,                0.98537,                0.74088,                0.98711,                0.42844,                 1.1836,             0.00021307,             0.00021307,             0.00021307
                    235,                0.47861,                0.34352,                0.91706,                0.98731,                0.98272,                 0.9876,                0.73852,                 0.9887,                 0.4338,                 1.1946,             0.00021007,             0.00021007,             0.00021007
                    236,                0.48521,                0.35861,                0.92559,                0.98582,                0.97002,                 0.9875,                0.72921,                 1.0004,                0.43353,                 1.2052,             0.00020707,             0.00020707,             0.00020707
                    237,                0.47128,                 0.3407,                0.90606,                 0.9789,                0.97473,                0.98717,                0.73515,                0.98736,                0.43625,                  1.204,             0.00020407,             0.00020407,             0.00020407
                    238,                0.47746,                0.34477,                0.90658,                0.97865,                0.97715,                0.98422,                0.73439,                0.95338,                0.43133,                 1.1854,             0.00020107,             0.00020107,             0.00020107
                    239,                0.46624,                0.33399,                0.90131,                0.97969,                0.97648,                0.98408,                0.74159,                0.98988,                0.42871,                 1.2006,             0.00019807,             0.00019807,             0.00019807
                    240,                0.47219,                0.33859,                0.90942,                0.97115,                0.96506,                0.98422,                0.72868,                 1.0064,                0.44463,                 1.2122,             0.00019507,             0.00019507,             0.00019507
                    241,                0.46856,                0.33406,                 0.9101,                0.95481,                0.94724,                0.97429,                0.72812,                 1.0402,                0.44872,                 1.2327,             0.00019207,             0.00019207,             0.00019207
                    242,                0.44897,                0.32552,                0.90237,                0.96266,                0.96386,                0.98191,                0.72487,                 1.0217,                0.42859,                 1.2164,             0.00018907,             0.00018907,             0.00018907
